,File,School,Field,Year,File_Path,Maori_words
341,blockchain_and_information_integration_2021.pdf,SBE,Construction_Management,2021,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2021\blockchain_and_information_integration_2021.pdf,"Mani,rotimi,Kiwi,Rotimi,ite,mani,noti,Porirua"
342,business_environment_crm_and_sustainable_performance_of_construction_industry_in_new_zealand_2021.pdf,SBE,Construction_Management,2021,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2021\business_environment_crm_and_sustainable_performance_of_construction_industry_in_new_zealand_2021.pdf,"Mani,rotimi,Rotimi,Te,Mumuni,Noru,mani,puri,muni,Muni"
343,developing_a_predictive_model_of_construction_industry_university_research_collaboration_2021.pdf,SBE,Construction_Management,2021,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2021\developing_a_predictive_model_of_construction_industry_university_research_collaboration_2021.pdf,"whoare,uwa,inIU,Opoku,Amaratunga,pone"
344,early_contractor_involvement_2021.pdf,SBE,Construction_Management,2021,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2021\early_contractor_involvement_2021.pdf,
345,facilitating_digital_transformation_in_constructions_2021.pdf,SBE,Construction_Management,2021,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2021\facilitating_digital_transformation_in_constructions_2021.pdf,"Pakura,Opoku,toa,wherea,AI,AO,reiterate,Hetemi,Oke,inA,Moripe"
346,impact_of_social_media_usage_on_performance_of_construction_businesses_in_abuja_nigeria_2021.pdf,SBE,Construction_Management,2021,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2021\impact_of_social_media_usage_on_performance_of_construction_businesses_in_abuja_nigeria_2021.pdf,"Teo,Rotimi,Oke,Karami,Perera,Kee"
347,integrating_a_rich_picture_diagram_and_causal_loop_diagram_to_model_stakeholder_engagement_in_building_refurbishment_projects_2021.pdf,SBE,Construction_Management,2021,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2021\integrating_a_rich_picture_diagram_and_causal_loop_diagram_to_model_stakeholder_engagement_in_building_refurbishment_projects_2021.pdf,"Noori,Paiho,ao,tute,aki"
348,international_construction_joint_ventures_as_a_resourcing_model_2021.pdf,SBE,Construction_Management,2021,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2021\international_construction_joint_ventures_as_a_resourcing_model_2021.pdf,"rotimi,Kiwi,Rotimi,Oke"
349,modular_prefabricated_classrooms_2021.pdf,SBE,Construction_Management,2021,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2021\modular_prefabricated_classrooms_2021.pdf,"Potangaroa,Wai,Otieno,wheniwo,AONE,tute,Tarawa,noname,eate,Wairire,ome,Heui,okie,AIAA,Marouani,imi,Uo,ine,tinue,ue,hiera,Romero,Hamani,Monotone,Meho,EA,Keane,ree,Aotearoa,HAMANI,uture,Mora,Nee,Manu,Morote,awa,Amano,mea,iterature,Haapio,Huotari,Opoko,ewee,Omari,IEA,ime,Oke,Engineeri,whi,pare,Nawari,naire,Hauari,Kuwaiti,Matiko,Kao,ATO,Opoku,tota,Kie,hina,ea,hange,Mota,Hirotaka,Niu,Miki,wipo,enau,Onuiri,pareto,Merino,Nati,Kaikoura,TE,HAO,operatio,Aaramaa,ani,Huo,emanate,natu,Otero,AERA,uate,ature,PEREIRO,Makaurau,Maree,Piaia,Kuroki,Tato,MENA,UOE,AHURI,te,Oni,wou,Ito,Amo,amou,Imota,inAotearoa,wea,ope,awarene,Moreau,Murota,nee,ANU,Nonaka,Rotimi,RAU,roo,AI,ike,Mau,RII,oraee,ena,peo,Ope,Mura,ara,mena,pii,PERERA,UA,Taiwo,OEA,Memari,topi,makua,MATA,ure,Ara,Pereira,Pena,IKEA,Nawi,enge,Emotio,wome,perio,Arora,Arango,riteria,imitate,ame,Tanimoto,Karia,Moreno,tuto,Henao,Amara,Enginee,mana,ANI,Hau,mai,Kau,Hou,ENU,Kaka,AREWA,Amaratunga,Mana,ere,minimi,operationa,MERINO,Perera,Akomea,Humanika,toria,Muna,Akure,Wha,Ngai,Mahao,Moreira,erature,ite,Pipitone,reu,mote,Riana,Pereiro,Wuni,ture,karia,initi,Maina,TANIMOTO,Piore,Rahi,toone,Tamaki,Pio,Nieto,Nakamoto,Oraee,Hao,wate,Moratuwa,parate,Nimo,Tamara,Papaoikonomou,hone,Mutereko,Kumari,Mei,iture,whoweare,Hamari,Mata,Arau,Minimi,Kumi,manoe,Hera,perera,Mena,aei,Onu,EOI,Makua,Ite,Tapia,terature,Kotera,Miro,Automatio,HOU,Pati,ata,AEO,eea,Kamei,enario,Ani,Ikuma,initia,meo"
350,multidisciplinary_perspectives_of_micro_human_efforts_in_post-disaster_recovery_2021.pdf,SBE,Construction_Management,2021,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2021\multidisciplinary_perspectives_of_micro_human_efforts_in_post-disaster_recovery_2021.pdf,"ope,Irena,AI,awa,ture,Haruo,Maori"
351,proactive_post_occupancy_evaluation_2021.pdf,SBE,Construction_Management,2021,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2021\proactive_post_occupancy_evaluation_2021.pdf,ROTIMI
352,the_primacy_of_as_built_drawings_in_the_management_of_underground_utility_operations_2021.pdf,SBE,Construction_Management,2021,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2021\the_primacy_of_as_built_drawings_in_the_management_of_underground_utility_operations_2021.pdf,"Teo,Maree,rotimi,Rotimi,Kotahi,Waka,noti,Waikato,Rotorua"
353,towards_contracting_strategy_usage_for_rework_in_construction_projects_2021.pdf,SBE,Construction_Management,2021,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2021\towards_contracting_strategy_usage_for_rework_in_construction_projects_2021.pdf,"Kakitahi,Pareto,Rotimi,Kiani,Irani,Oke,Pereira,Marengo"
354,unmanned_aerial_vehicle_based_low_carbon_monitoring_planning_2021.pdf,SBE,Construction_Management,2021,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2021\unmanned_aerial_vehicle_based_low_carbon_monitoring_planning_2021.pdf,"aei,Puri"
355,an_integrated_paradigm_for_managing_efficient_knowledge_transfer_2022.pdf,SBE,Construction_Management,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2022\an_integrated_paradigm_for_managing_efficient_knowledge_transfer_2022.pdf,"Reina,mana,Nonaka,Hau,Rotimi,Wiewiora,Amaratunga,imitate,Morana,Ipe,Munari,Omani,opine,Toma,Kamara,Rou"
356,asset_management_for_the_built_environment_2022.pdf,SBE,Construction_Management,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2022\asset_management_for_the_built_environment_2022.pdf,"niwa,Wai,uti,pape,Karangahape,Kawakawa,ome,MOREO,ine,automa,Hokoi,Kingi,Te,Romero,Rouhani,Tūāpapa,minima,iate,EA,materi,Heine,AAmA,renene,ene,ree,Aotearoa,UOA,Motawa,mea,Whakatipu,REINA,nume,raupo,Aotea,IEA,Tahu,Akimoto,IIE,Pahi,whi,naire,ake,Kuwaiti,Raha,engineeri,AIA,Nowehere,Opoku,Kamakura,hei,tota,hina,ea,Reina,Motu,pore,Patangaroa,Nirupama,Arataki,HAO,operatio,kaingaora,pote,ani,natu,Onuki,Waimakariri,Tumu,Maturana,Tōpūtanga,MENA,Oti,te,OHI,wou,OPOKU,mutu,Amo,Kumano,ARAWOMO,Runanga,Engi,nee,Rotimi,AI,Karanga,ena,Ope,ara,Neingo,Tari,IAE,EUI,Kura,ure,AKIMOTO,Pereira,Oriani,Ara,Maori,IKEA,Nawi,materia,Toitoi,Ruta,Arora,maki,Rani,Maeno,EPI,Porirua,rera,WAKA,whenua,mana,erino,ete,Rieko,mai,Whare,Hou,oai,Mana,ere,Nuru,Waihanga,aro,Perera,whakatipu,Ngai,Nini,Emina,iwi,Tae,Kāinga,Whangaparaoa,Raupo,ture,hape,NGOWI,Ngene,MORENO,Tania,Hao,Oraee,hea,Tatauranga,Nimo,Automa,Korou,KUMI,Hoai,Kumi,Mena,aei,Morana,Waikato,POTANGAROA,ROTIMI,KOTAHI,ote,Kaupapa,nge,Ngowi,repai,RAWAI,whau,Amiri,Ahu,pone,NIWA,UNINE,ata,Turanga,arou,Nonino,Ikuma,tii,mee"
357,automation_in_new_zealands_offsite_construction_2022.pdf,SBE,Construction_Management,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2022\automation_in_new_zealands_offsite_construction_2022.pdf,"Aotearoa,Miura,Kiwi,Rotimi,Hou,reiterate,Wuni,Oke,Morita,Aromaa,otimi"
358,a_study_of_design_change_management_for_infrastructure_development_projects_in_new_zealand_2022.pdf,SBE,Construction_Management,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2022\a_study_of_design_change_management_for_infrastructure_development_projects_in_new_zealand_2022.pdf,"Rotimi,Kuo,aori,Iwi,te,ere,operatio,Wuni,Māori,Hui"
359,challenges_of_offsite_construction_and_bim_implementation_2022.pdf,SBE,Construction_Management,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2022\challenges_of_offsite_construction_and_bim_implementation_2022.pdf,"Niu,Hou,Koo,ite,wha,Okoro,Wuni,aei,Meho,ani,Nawari"
360,classification_of_rework_root_causes_in_the_design_stage_of_projects_for_contract_assessment_2022.pdf,SBE,Construction_Management,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2022\classification_of_rework_root_causes_in_the_design_stage_of_projects_for_contract_assessment_2022.pdf,"Enginee,Mora,Rotimi,ite,Irani,Automatio,te,ere,Mana,Engineeri,Pena,Rooke,ea"
361,comparing_two_ai_methods_for_predicting_the_future_trend_of_new_zealand_building_projects_2022.pdf,SBE,Construction_Management,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2022\comparing_two_ai_methods_for_predicting_the_future_trend_of_new_zealand_building_projects_2022.pdf,"Karimi,ata,Mora,Rotimi,Hou,Kamari,AI,te,Materi,Amiri,Ako"
362,construction_industry_classification_systems_2022.pdf,SBE,Construction_Management,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2022\construction_industry_classification_systems_2022.pdf,Hoai
363,construction_project_performance_2022.pdf,SBE,Construction_Management,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2022\construction_project_performance_2022.pdf,"Rotimi,te,whi,Emirate,pote,Kamara,toone"
364,creating_a_case_for_innovation_acceleration_in_the_new_zealand_building_industry_2022.pdf,SBE,Construction_Management,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2022\creating_a_case_for_innovation_acceleration_in_the_new_zealand_building_industry_2022.pdf,"Potangaroa,Kingi,Rotimi,Perera,ina,kiwi,otimi"
365,disruptive_technologies_and_human_involvement_in_automating_construction_industry_towards_industry_5_0_2022.pdf,SBE,Construction_Management,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2022\disruptive_technologies_and_human_involvement_in_automating_construction_industry_towards_industry_5_0_2022.pdf,"nia,Auni,Hao,nea,Ake,Rotana,Opoku,Utoikamanu,ure,Pereira,AAAI,automati,Purao,Hameri,towa,Taminiau,Ohori,Teo,nau,Kumarapu,Muraka,miro,Emai,moti,Mauri,Kuno,Weihua,Ika,noti,Hui,pote,Raina,Murata,EA,iea,atatime,mana,uri,Patania,Aotearoa,opoku,mai,MENA,AHO,Miro,Patino,Nee,EATI,te,NORIE,ooke,Minera,minimi,Perera,Rooke,Apoio,EKE,Muianga,Waha,Kamara,Parana,ata,Moreira,Mai,Rotimi,Terano,IEA,AI,Wuni,MOREIRA,Engineeri,Mahame,Neira,Nawari,Hatami,toone"
366,end_user_stakeholder_engagement_in_refurbishment_design_in_higher_education_2022.pdf,SBE,Construction_Management,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2022\end_user_stakeholder_engagement_in_refurbishment_design_in_higher_education_2022.pdf,"onetime,Opoku,Kamari"
367,environmental_and_socio_psychological_drivers_of_building_users_behaviours_2022.pdf,SBE,Construction_Management,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2022\environmental_and_socio_psychological_drivers_of_building_users_behaviours_2022.pdf,
368,evaluating_capacity_and_capability_of_the_construction_sector_2022.pdf,SBE,Construction_Management,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2022\evaluating_capacity_and_capability_of_the_construction_sector_2022.pdf,"niwa,Wai,uti,pape,Karangahape,Kawakawa,ome,MOREO,ine,automa,Hokoi,Kingi,Te,Romero,Rouhani,Tūāpapa,minima,iate,EA,materi,Heine,AAmA,renene,ene,ree,Aotearoa,UOA,Motawa,mea,Whakatipu,REINA,nume,raupo,Aotea,IEA,Tahu,Akimoto,IIE,Pahi,whi,naire,ake,Kuwaiti,Raha,engineeri,AIA,Nowehere,Opoku,Kamakura,hei,tota,hina,ea,Reina,Motu,pore,Patangaroa,Nirupama,Arataki,HAO,operatio,kaingaora,pote,ani,natu,Onuki,Waimakariri,Tumu,Maturana,Tōpūtanga,MENA,Oti,te,OHI,wou,OPOKU,mutu,Amo,Kumano,ARAWOMO,Runanga,Engi,nee,Rotimi,AI,Karanga,ena,Ope,ara,Neingo,Tari,IAE,EUI,Kura,ure,AKIMOTO,Pereira,Oriani,Ara,Maori,IKEA,Nawi,materia,Toitoi,Ruta,Arora,maki,Rani,Maeno,EPI,Porirua,rera,WAKA,whenua,mana,erino,ete,Rieko,mai,Whare,Hou,oai,Mana,ere,Nuru,Waihanga,aro,Perera,whakatipu,Ngai,Nini,Emina,iwi,Tae,Kāinga,Whangaparaoa,Raupo,ture,hape,NGOWI,Ngene,MORENO,Tania,Hao,Oraee,hea,Tatauranga,Nimo,Automa,Korou,KUMI,Hoai,Kumi,Mena,aei,Morana,Waikato,POTANGAROA,ROTIMI,KOTAHI,ote,Kaupapa,nge,Ngowi,repai,RAWAI,whau,Amiri,Ahu,pone,NIWA,UNINE,ata,Turanga,arou,Nonino,Ikuma,tii,mee"
369,exploring_off_site_construction_and_building_information_modelling_integration_challenges_2022.pdf,SBE,Construction_Management,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2022\exploring_off_site_construction_and_building_information_modelling_integration_challenges_2022.pdf,"manu,Hao,Kiwi,Mori,Nakano,Wuni,minimi,ure,Nawari"
370,guest_editorial_working_smarter_by_applying_advanced_technologies_in_construction_2022.pdf,SBE,Construction_Management,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2022\guest_editorial_working_smarter_by_applying_advanced_technologies_in_construction_2022.pdf,"Amiri,Ara"
371,investigating_the_relationship_between_reworks_and_contractual_claims_2022.pdf,SBE,Construction_Management,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2022\investigating_the_relationship_between_reworks_and_contractual_claims_2022.pdf,"ature,pute,uti,Rahimi,Rotimi,RII,ture,Miri"
372,knowledge_transfer_and_management_in_the_construction_industry_2022.pdf,SBE,Construction_Management,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2022\knowledge_transfer_and_management_in_the_construction_industry_2022.pdf,"ature,Niu,ata,Nonaka,terature,Rotimi,Panahi,Peruta,Nakano,nge,Mahura,te,ere,ure,Morana,oere,pone,Kamara"
373,lean_and_bim_implementation_barriers_in_new_zealand_construction_practice_2022.pdf,SBE,Construction_Management,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2022\lean_and_bim_implementation_barriers_in_new_zealand_construction_practice_2022.pdf,"Rotimi,Otautau,TeAnau,imitate,Kainga,noti,Mei"
374,new_zealand_public_housing_project_tender_price_forecast_2022.pdf,SBE,Construction_Management,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2022\new_zealand_public_housing_project_tender_price_forecast_2022.pdf,"Horonuku,Aotearoa,Makaurau,Rotimi,Hou,Te,Kāinga,Rangahau,RII,Ika,kaingaora,Perera,Tāmaki,Pūkenga"
375,prioritising_optimal_underutilised_historical_buildings_for_adaptive_reuse_2022.pdf,SBE,Construction_Management,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2022\prioritising_optimal_underutilised_historical_buildings_for_adaptive_reuse_2022.pdf,"Tū,Toi,Hoai,repo,Rotimi,reu,Whanganui,heri,Pouhere,te,Ea,Rohe,otimi,Taonga"
376,readability_and_comprehensibility_of_malaysian_construction_contracts_2022.pdf,SBE,Construction_Management,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2022\readability_and_comprehensibility_of_malaysian_construction_contracts_2022.pdf,"KATO,Nee"
377,real_options_analysis_of_revenue_risk_sharing_in_post_disaster_housing_reconstruction_2022.pdf,SBE,Construction_Management,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2022\real_options_analysis_of_revenue_risk_sharing_in_post_disaster_housing_reconstruction_2022.pdf,"Potangaroa,Taheri,ete,Rotimi,Murao,ROA,Nipa"
378,regenerative_public_spend_projects_in_new_zealand_built_environment_2022.pdf,SBE,Construction_Management,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2022\regenerative_public_spend_projects_in_new_zealand_built_environment_2022.pdf,"niwa,Wai,uti,pape,Karangahape,Kawakawa,ome,MOREO,ine,automa,Hokoi,Kingi,Te,Romero,Rouhani,Tūāpapa,minima,iate,EA,materi,Heine,AAmA,renene,ene,ree,Aotearoa,UOA,Motawa,mea,Whakatipu,REINA,nume,raupo,Aotea,IEA,Tahu,Akimoto,IIE,Pahi,whi,naire,ake,Kuwaiti,Raha,engineeri,AIA,Nowehere,Opoku,Kamakura,hei,tota,hina,ea,Reina,Motu,pore,Patangaroa,Nirupama,Arataki,HAO,operatio,kaingaora,pote,ani,natu,Onuki,Waimakariri,Tumu,Maturana,Tōpūtanga,MENA,Oti,te,OHI,wou,OPOKU,mutu,Amo,Kumano,ARAWOMO,Runanga,Engi,nee,Rotimi,AI,Karanga,ena,Ope,ara,Neingo,Tari,IAE,EUI,Kura,ure,AKIMOTO,Pereira,Oriani,Ara,Maori,IKEA,Nawi,materia,Toitoi,Ruta,Arora,maki,Rani,Maeno,EPI,Porirua,rera,WAKA,whenua,mana,erino,ete,Rieko,mai,Whare,Hou,oai,Mana,ere,Nuru,Waihanga,aro,Perera,whakatipu,Ngai,Nini,Emina,iwi,Tae,Kāinga,Whangaparaoa,Raupo,ture,hape,NGOWI,Ngene,MORENO,Tania,Hao,Oraee,hea,Tatauranga,Nimo,Automa,Korou,KUMI,Hoai,Kumi,Mena,aei,Morana,Waikato,POTANGAROA,ROTIMI,KOTAHI,ote,Kaupapa,nge,Ngowi,repai,RAWAI,whau,Amiri,Ahu,pone,NIWA,UNINE,ata,Turanga,arou,Nonino,Ikuma,tii,mee"
379,risk_identification_assessment_and_allocation_in_ppp_projects_2022.pdf,SBE,Construction_Management,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2022\risk_identification_assessment_and_allocation_in_ppp_projects_2022.pdf,"rotimi,Rotimi,ENGI"
380,self-rated_motivational_drivers_for_occupant_behaviours_2022.pdf,SBE,Construction_Management,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2022\self-rated_motivational_drivers_for_occupant_behaviours_2022.pdf,"Rotimi,IEA,otimi"
381,self_reported_occupant_behaviours_and_multi_domain_comfort_preferences_in_new_zealand_tertiary_office_buildings_2022.pdf,SBE,Construction_Management,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2022\self_reported_occupant_behaviours_and_multi_domain_comfort_preferences_in_new_zealand_tertiary_office_buildings_2022.pdf,"niwa,Wai,uti,pape,Karangahape,Kawakawa,ome,MOREO,ine,automa,Hokoi,Kingi,Te,Romero,Rouhani,Tūāpapa,minima,iate,EA,materi,Heine,AAmA,renene,ene,ree,Aotearoa,UOA,Motawa,mea,Whakatipu,REINA,nume,raupo,Aotea,IEA,Tahu,Akimoto,IIE,Pahi,whi,naire,ake,Kuwaiti,Raha,engineeri,AIA,Nowehere,Opoku,Kamakura,hei,tota,hina,ea,Reina,Motu,pore,Patangaroa,Nirupama,Arataki,HAO,operatio,kaingaora,pote,ani,natu,Onuki,Waimakariri,Tumu,Maturana,Tōpūtanga,MENA,Oti,te,OHI,wou,OPOKU,mutu,Amo,Kumano,ARAWOMO,Runanga,Engi,nee,Rotimi,AI,Karanga,ena,Ope,ara,Neingo,Tari,IAE,EUI,Kura,ure,AKIMOTO,Pereira,Oriani,Ara,Maori,IKEA,Nawi,materia,Toitoi,Ruta,Arora,maki,Rani,Maeno,EPI,Porirua,rera,WAKA,whenua,mana,erino,ete,Rieko,mai,Whare,Hou,oai,Mana,ere,Nuru,Waihanga,aro,Perera,whakatipu,Ngai,Nini,Emina,iwi,Tae,Kāinga,Whangaparaoa,Raupo,ture,hape,NGOWI,Ngene,MORENO,Tania,Hao,Oraee,hea,Tatauranga,Nimo,Automa,Korou,KUMI,Hoai,Kumi,Mena,aei,Morana,Waikato,POTANGAROA,ROTIMI,KOTAHI,ote,Kaupapa,nge,Ngowi,repai,RAWAI,whau,Amiri,Ahu,pone,NIWA,UNINE,ata,Turanga,arou,Nonino,Ikuma,tii,mee"
382,statistical_cost_modelling_for_preliminary_stage_cost_estimation_of_infrastructure_projects_2022.pdf,SBE,Construction_Management,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2022\statistical_cost_modelling_for_preliminary_stage_cost_estimation_of_infrastructure_projects_2022.pdf,"Neuro,neuro,Amaratunga,ure,Huo"
383,the_challenges_of_land_development_for_housing_provision_in_new_zealand_2022.pdf,SBE,Construction_Management,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2022\the_challenges_of_land_development_for_housing_provision_in_new_zealand_2022.pdf,"natio,Motu,Omoraka,AEE,rotimi,Mee,Rotimi,Te,repea,Oke,RII,Atatu,hone,ture,Kometa"
384,the_green_office_environment_2022.pdf,SBE,Construction_Management,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2022\the_green_office_environment_2022.pdf,"Rotimi,hea,aori,Meroni,Mui,ea"
385,towards_adopting_off_site_construction_in_housing_sectors_as_a_potential_source_of_competitive_advantage_for_builders_2022.pdf,SBE,Construction_Management,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2022\towards_adopting_off_site_construction_in_housing_sectors_as_a_potential_source_of_competitive_advantage_for_builders_2022.pdf,"nia,ree,ue,ite,Automatio,AHURI,riteria,Amaratunga,imitate,teria,Nawi"
386,towards_sustainable_commercial_buildings_2022.pdf,SBE,Construction_Management,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2022\towards_sustainable_commercial_buildings_2022.pdf,
387,toward_improving_capacity_and_capability_of_prefabrication_construction_in_new_zealands_construction_sector_2022.pdf,SBE,Construction_Management,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2022\toward_improving_capacity_and_capability_of_prefabrication_construction_in_new_zealands_construction_sector_2022.pdf,"niwa,Wai,uti,pape,Karangahape,Kawakawa,ome,MOREO,ine,automa,Hokoi,Kingi,Te,Romero,Rouhani,Tūāpapa,minima,iate,EA,materi,Heine,AAmA,renene,ene,ree,Aotearoa,UOA,Motawa,mea,Whakatipu,REINA,nume,raupo,Aotea,IEA,Tahu,Akimoto,IIE,Pahi,whi,naire,ake,Kuwaiti,Raha,engineeri,AIA,Nowehere,Opoku,Kamakura,hei,tota,hina,ea,Reina,Motu,pore,Patangaroa,Nirupama,Arataki,HAO,operatio,kaingaora,pote,ani,natu,Onuki,Waimakariri,Tumu,Maturana,Tōpūtanga,MENA,Oti,te,OHI,wou,OPOKU,mutu,Amo,Kumano,ARAWOMO,Runanga,Engi,nee,Rotimi,AI,Karanga,ena,Ope,ara,Neingo,Tari,IAE,EUI,Kura,ure,AKIMOTO,Pereira,Oriani,Ara,Maori,IKEA,Nawi,materia,Toitoi,Ruta,Arora,maki,Rani,Maeno,EPI,Porirua,rera,WAKA,whenua,mana,erino,ete,Rieko,mai,Whare,Hou,oai,Mana,ere,Nuru,Waihanga,aro,Perera,whakatipu,Ngai,Nini,Emina,iwi,Tae,Kāinga,Whangaparaoa,Raupo,ture,hape,NGOWI,Ngene,MORENO,Tania,Hao,Oraee,hea,Tatauranga,Nimo,Automa,Korou,KUMI,Hoai,Kumi,Mena,aei,Morana,Waikato,POTANGAROA,ROTIMI,KOTAHI,ote,Kaupapa,nge,Ngowi,repai,RAWAI,whau,Amiri,Ahu,pone,NIWA,UNINE,ata,Turanga,arou,Nonino,Ikuma,tii,mee"
388,transaction_cost_of_offsite_construction_2022.pdf,SBE,Construction_Management,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2022\transaction_cost_of_offsite_construction_2022.pdf,"Engi,mana,Rotimi,Hou,naire"
389,understanding_the_factors_affecting_accuracy_of_new_zealand_public_housing_project_tender_price_2022.pdf,SBE,Construction_Management,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2022\understanding_the_factors_affecting_accuracy_of_new_zealand_public_housing_project_tender_price_2022.pdf,"niwa,Wai,uti,pape,Karangahape,Kawakawa,ome,MOREO,ine,automa,Hokoi,Kingi,Te,Romero,Rouhani,Tūāpapa,minima,iate,EA,materi,Heine,AAmA,renene,ene,ree,Aotearoa,UOA,Motawa,mea,Whakatipu,REINA,nume,raupo,Aotea,IEA,Tahu,Akimoto,IIE,Pahi,whi,naire,ake,Kuwaiti,Raha,engineeri,AIA,Nowehere,Opoku,Kamakura,hei,tota,hina,ea,Reina,Motu,pore,Patangaroa,Nirupama,Arataki,HAO,operatio,kaingaora,pote,ani,natu,Onuki,Waimakariri,Tumu,Maturana,Tōpūtanga,MENA,Oti,te,OHI,wou,OPOKU,mutu,Amo,Kumano,ARAWOMO,Runanga,Engi,nee,Rotimi,AI,Karanga,ena,Ope,ara,Neingo,Tari,IAE,EUI,Kura,ure,AKIMOTO,Pereira,Oriani,Ara,Maori,IKEA,Nawi,materia,Toitoi,Ruta,Arora,maki,Rani,Maeno,EPI,Porirua,rera,WAKA,whenua,mana,erino,ete,Rieko,mai,Whare,Hou,oai,Mana,ere,Nuru,Waihanga,aro,Perera,whakatipu,Ngai,Nini,Emina,iwi,Tae,Kāinga,Whangaparaoa,Raupo,ture,hape,NGOWI,Ngene,MORENO,Tania,Hao,Oraee,hea,Tatauranga,Nimo,Automa,Korou,KUMI,Hoai,Kumi,Mena,aei,Morana,Waikato,POTANGAROA,ROTIMI,KOTAHI,ote,Kaupapa,nge,Ngowi,repai,RAWAI,whau,Amiri,Ahu,pone,NIWA,UNINE,ata,Turanga,arou,Nonino,Ikuma,tii,mee"
